game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated
30328,2,60,6,2,60,Battleground: Crossbows & Catapults War Chest Starter Set,60,2007,"Action / Dexterity,Children's Game,Fantasy,Fighting,Medieval,Wargame",,Henri Sala,"Battleground: Crossbows & Catapults Tower Attack Expansion Pack,Battleground: Crossbows & Catapults Twin Attack Armory Packs",,"Famosa,Goliath B.V.,Moose",6.59149,502
30356,5,60,8,2,45,Heartland,60,2009,"Animals,Farming,Territory Building",,Jeffrey D. Allers,,"Area Enclosure,Hand Management,Pattern Building,Tile Placement",Pegasus Spiele,6.84206,615
30363,5,60,10,2,60,1001 Karawane,60,2007,"Bluffing,Exploration,Travel",,Roman Mathar,1001 Karawane: Sonderchips,"Memory,Trading",Argentum Verlag,5.07031,64
30364,5,30,13,3,30,Those Pesky Garden Gnomes,30,2012,"Card Game,Fantasy",,"JonMichael Rasmus,John Sams,Sean Weitner",,Trick-taking,Rio Grande Games,5.10536,56
30367,2,30,10,2,30,Perry Rhodan: The Cosmic League,30,2007,"Card Game,Economic,Science Fiction",,Heinrich Glumpler,,"Hand Management,Pick-up and Deliver,Roll / Spin and Move","KOSMOS,Z-Man Games,Zvezda",6.78889,1498
30370,6,90,12,3,90,E.T.I.: Estimated Time to Invasion,90,2008,Science Fiction,,"Mark Anticole,Matthew Anticole",,Co-operative Play,"Eye-Level Entertainment, LLP",5.74379,177
30379,5,30,8,2,30,Change Horses,30,2008,"Animals,Bluffing,Racing",,Bruce Whitehill,,"Auction/Bidding,Hand Management","eggertspiele,Rio Grande Games",5.3802,397
30380,5,120,10,2,75,Cuba,120,2007,"Economic,Farming",Куба: Эль Президенте,"Michael Rieneck,Stefan Stadler","Cuba: El Presidente,Cuba: El Stadler,Cuba: Hazienda,Cuba: Kanadische Botschaft,Cuba: Sambaschule,Cuba: Spielecafé","Auction/Bidding,Hand Management,Variable Phase Order,Voting","eggertspiele,Filosofia Éditions,The Game Master BV,Hobby World,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Rio Grande Games,Smart Ltd",7.17804,6959
30381,5,75,12,2,75,Hamburgum,75,2007,"City Building,Economic",,Mac Gerdts,"Hamburgum: Antverpia,Hamburgum: Lisboa",Set Collection,"eggertspiele,PD-Verlag,Rio Grande Games",7.08047,2791
30393,6,60,12,3,60,Quao,60,2007,"Card Game,Humor,Memory,Party Game",,"Matthew Rivaldi,Jean Rivaldi",,"Memory,Pattern Recognition",Wiggity Bang Games,5.10608,189
30483,4,45,10,3,45,Antler Island,45,2007,"Animals,Bluffing,Fighting,Humor",,"Gordon Lamont,Fraser Lamont",,"Action / Movement Programming,Simultaneous Action Selection",Fragor Games,6.19428,493
30485,6,0,8,2,0,Big Brain Academy Boardgame,0,2007,"Action / Dexterity,Educational,Math,Number,Video Game Theme",,(Uncredited),,Partnerships,"Simba Toys,University Games",4.62333,90
30505,10,30,12,4,30,Apples to Apples: British Isles Edition,30,2007,"Card Game,Humor,Party Game,Word Game",,David Westnedge,,,Out of the Box Publishing,6.78641,103
30539,6,20,7,3,20,Get Bit!,20,2007,"Animals,Bluffing,Racing",Get Bit! Collectors Edition,Dave Chalker,"Get Bit! Additional Player Expansion,Get Bit! Dolphin Die Expansion,Get Bit! Sharkspansion,Get Bit! Squid Die Expansion","Hand Management,Player Elimination,Simultaneous Action Selection","Asmodee,Asterion Press,Bombyx,Broadway Toys LTD,Hobby World,Mayday Games,Robot Martini, Inc.,Swan Panasia Co., Ltd.",6.20927,4442
30549,4,45,8,2,45,Pandemic,45,2008,Medical,,Matt Leacock,"Pandemic: Gen Con 2016 Promos – Z-Force Team Member/Game Convention,Pandemic: In the Lab,Pandemic: On the Brink,Pandemic: Promo Roles,Pandemic: State of Emergency,Pandemic: Survival Promos – Crisis Mitigator/Relocation Specialist,Pandemie: Uitbreiding ""De Generalist""","Action Point Allowance System,Co-operative Play,Hand Management,Point to Point Movement,Set Collection,Trading,Variable Player Powers","Z-Man Games,(Unknown),Albi,Asterion Press,Brain Games,Devir,Filosofia Éditions,Gém Klub Kft.,Hobby Japan,HomoLudicus,Jolly Thinkers,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lacerta,Lautapelit.fi,Lifestyle Boardgames Ltd,MINDOK,Nordic Games GmbH,Paladium Games,Pegasus Spiele,Quined White Goblin Games,Stratelibri,Wargames Club Publishing,White Goblin Games,Zhiyanjia,Взрослые дети",7.67234,62377
30582,8,30,10,3,30,Good Question!,30,2007,Party Game,,Ludovic Maublanc,,Storytelling,"Repos Production,Asmodee,Cocktail Games",5.59405,74
30618,99,20,0,3,20,Eat Poop You Cat,20,1984,"Humor,Party Game",,(Uncredited),,"Line Drawing,Paper-and-Pencil",(Public Domain),7.47755,1374
30640,6,15,0,2,15,Rio,15,1981,Dice,,Bernd Stäger,,Dice Rolling,"Bartl,Carlit,Mespi,Piatnik,Ravensburger Spieleverlag GmbH,Super-Pauli,[touch]",4.23929,56
30641,4,60,10,2,45,Monuments: Wonders of Antiquity,60,2008,Ancient,,Stefan Risthaus,"Mayfair Game Variants & Mini-Expansions Set #2,Monuments: Antipatros,Monuments: Ewiger Ruhm,Monuments: Heroes, Traders, and Science,Monuments: Pergamonaltar,Monuments: Wonders of Antiquity – Phaistos: The Lost Monument,Monuments: Wonders of Antiquity – Vergil: Writers of Antiquity","Area Control / Area Influence,Hand Management,Set Collection","ABACUSSPIELE,Mayfair Games",6.42371,378
30645,5,90,12,3,90,Tammany Hall,90,2007,"Negotiation,Political,Territory Building",,Doug Eckhart,,"Area Control / Area Influence,Auction/Bidding,Variable Player Powers","IDW Games,Pandasaurus Games,StrataMax Games",7.29226,2551
30658,5,180,12,2,180,Rise of Empires,180,2009,"Ancient,Civilization",,Martin Wallace,,"Area Control / Area Influence,Variable Phase Order,Worker Placement","Edge Entertainment,Mayfair Games,Phalanx Games B.V.,Phalanx Games Deutschland,Phalanx Games Polska,Stupor Mundi,Wargames Club Publishing",7.11955,1837
30662,5,45,8,2,30,Travel Carcassonne,45,2007,"City Building,Medieval",,Klaus-Jürgen Wrede,"Carcassonne: Little Buildings,Carcassonne: The Messengers,Carcassonne: The Phantom","Area Control / Area Influence,Tile Placement","999 Games,Hans im Glück Verlags-GmbH,Rio Grande Games",7.21015,411
30684,0,0,0,0,0,Johnny Reb,0,1983,"American Civil War,Miniatures,Wargame",,John Hill (I),"Remember the Maine, and to Hell with Spain,To the Sound of the Guns: Scenarios for Johnny Reb",,"Adventure Games,GDW Games",6.85686,51
30706,4,30,8,2,30,Make 'n' Break Extreme,30,2007,"Action / Dexterity,Card Game",,"Jack Lawson,Andrew Lawson",,,"Amo Oy,Ravensburger Spieleverlag GmbH",5.87744,234
30741,6,45,8,2,45,"Surf's Up, Dude!",45,2008,,,"Alan R. Moon,Aaron Weissblum",,Hand Management,Jolly Roger Games,5.53962,210
30771,6,360,14,2,360,18West,360,2007,"American West,Economic,Trains",,David G. D. Hecht,,"Route/Network Building,Simulation,Stock Holding","Deep Thought Games, LLC",7.151,50
30795,4,120,12,2,120,Babylon 5: A Call to Arms (Second Edition),120,2007,"Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame",,Matthew Sprange,Babylon 5: A Call to Arms (Second Edition) – Fleet Lists,"Dice Rolling,Simulation",Mongoose Publishing,7.30391,64
30804,6,45,12,2,45,Song of Blades and Heroes,45,2007,"Fantasy,Fighting,Miniatures,Print & Play,Wargame",,Andrea Sfiligoi,"Song of Deeds and Glory,Song of Gold and Darkness,Song of Wind and Water","Action Point Allowance System,Dice Rolling,Press Your Luck,Variable Phase Order,Variable Player Powers","Ganesha Games,Golem Games,lulu.com",7.78244,303
30820,4,45,0,2,45,Wind & Wetter,45,2007,Abstract Strategy,,Harald Lieske,,,Winning Moves Germany,5.22609,69
30869,4,60,8,2,60,Thebes,60,2007,"Ancient,Exploration,Travel",,Peter Prinz,,"Point to Point Movement,Time Track","Queen Games,Arclight,Corfix,Piatnik,REBEL.pl",7.18408,7635
30878,2,45,12,2,45,Power & Weakness,45,2007,"Fantasy,Medieval",,Andreas Steding,,Area Control / Area Influence,"JKLM Games,MOD Games",6.65645,214
30879,6,45,10,2,45,Police 07,45,1986,"Deduction,Travel",,(Uncredited),,"Hand Management,Point to Point Movement,Secret Unit Deployment","Hungarotoys,Novoplast",5.98788,66
30932,5,25,8,3,25,Lascaux,25,2007,"Animals,Bluffing,Card Game,Prehistoric",,"Dominique Ehrhard,Michel Lalet",,"Auction/Bidding,Set Collection,Simultaneous Action Selection","Kaissa Chess & Games,Mayfair Games,Phalanx Games B.V.",6.35427,928
30933,8,40,8,3,20,BANG! The Bullet!,40,2007,"American West,Bluffing,Card Game,Deduction,Fighting,Humor","BANG!,BANG! A Fistful of Cards,BANG! Claus ""The Saint"",BANG! Dodge City,BANG! High Noon,BANG! Johnny Kisch,BANG! Uncle Will",Emiliano Sciarra,"BANG! Dodge City,BANG! Expansion Pack,BANG! Gold Rush,BANG! The Valley of Shadows,BANG! Wild West Show,Death Mesa (fan expansion for BANG!),O.K. Corral (fan expansion for BANG!)","Hand Management,Partnerships,Player Elimination,Variable Player Powers","dV Giochi,ABACUSSPIELE,Albi,Crómola,Edge Entertainment,Mayfair Games,Swan Panasia Co., Ltd.",6.97105,6101
30952,4,60,12,2,60,The Witcher: The Adventure Card Game,60,2007,"Adventure,Card Game,Fantasy,Novel-based",,"Magdalena Madej-Reputakowska,Maciej Reputakowski,Michał Stachyra,Maciej Zasowski",,"Auction/Bidding,Card Drafting,Hand Management","Gen-X Games,Kuźnia Gier",5.69591,220
30957,5,60,12,2,60,Tribune: Primus Inter Pares,60,2007,"Ancient,Political",,Karl-Heinz Schmiel,Tribune Expansion,"Auction/Bidding,Card Drafting,Hand Management,Set Collection,Worker Placement","Edge Entertainment,Fantasy Flight Games,Heidelberger Spieleverlag,Moskito Spiele,Stratelibri,Ubik",7.25292,3917
30958,12,120,12,2,120,Check Your 6!,120,2007,"Aviation / Flight,Miniatures,Wargame,World War II",,Scott Fisher,"Battles Above: WWII Air War Scenarios,Check Your 6! Aces Over Hungary,Check Your 6! Days Of Glory,Check Your 6! Falcon of the Duce,Check Your 6! Floatplane Hell,Check Your 6! Guadalcanal: The Cactus Air Force,Check Your 6! Over the Channel: Battle of Britain,Check Your 6! Road to Rabaul,Colorful Skies: WWI Air War Scenarios","Simulation,Simultaneous Action Selection",SkirmishCampaigns,7.78426,108
30966,2,120,10,2,120,Tempête sur l'Échiquier,120,1989,"Abstract Strategy,Card Game","Knightmare Chess,Knightmare Chess 2","Pierre Cléquin,Bruno Faidutti",,,"Ludodélire,Variantes",6.85738,61
30991,2,45,0,2,45,Confrontation: The Age of the Rag'Narok,45,2007,"Collectible Components,Fantasy,Miniatures,Wargame",,Jean Bey,"Confrontation: Creatures of Dirz Army Book,Confrontation: Lahnars Army Book,Confrontation: Temple Army Book,Confrontation: Wolfen Army Book","Dice Rolling,Hand Management,Variable Player Powers",Rackham,6.55095,158
31016,10,10,12,2,10,We Didn't Playtest This At All,10,2007,"Card Game,Humor",We Didn't Playtest This at All with Chaos Pack Expansion,Chris Cieslik,"No Lo Testeamos Ni Un Poco: Drinking,No Lo Testeamos Ni Un Poco: Kinetico,No lo testeamos ni un Poco: Picante,No Lo Testeamos Ni Un Poquito,We Didn't Playtest This At All: Blue Deck,We Didn't Playtest This At All: Chaos Pack,We Didn't Playtest This at All: Dice are Fun","Hand Management,Memory,Player Elimination,Rock-Paper-Scissors,Take That",Asmadi Games,5.68293,2106
31053,10,0,0,2,0,Pirates of the Caribbean PocketModel Game,0,2007,"Collectible Components,Miniatures,Movies / TV / Radio theme,Nautical,Pirates",,"James Ernest,Michael Mulvihill,Ethan Pasternack,Mike Selinker,Jordan Weisman",,Dice Rolling,WizKids,6.76769,65
31056,4,30,10,2,30,Micro Mutants: Evolution,30,2007,"Action / Dexterity,Animals,Children's Game,Fighting",,"Marco Maggi,Francesco Nepitello",Micro Mutants: Invasion,"Dice Rolling,Player Elimination,Variable Player Powers","Fantasy Flight Games,Heidelberger Spieleverlag,Nexus",6.67811,836
31057,5,30,8,3,15,Easy School,30,2007,Card Game,,Michele Mura,,"Card Drafting,Set Collection","ABACUSSPIELE,Red Glove",5.70037,109
31066,4,20,8,2,20,Aapep,20,2007,"Abstract Strategy,Ancient,Mythology",,Paul A. DeStefano,,"Partnerships,Tile Placement",Cambridge Games Factory,5.41875,64
31068,4,20,8,2,20,Bulp!,20,2007,"Card Game,Party Game",,Michele Quondam,,Card Drafting,Giochix.it,5.16471,68
31069,4,50,10,2,50,Medievalia,50,2007,"Card Game,Medieval",,Michele Quondam,Medievalia Action!,Card Drafting,Giochix.it,5.68467,150
31070,6,20,6,2,20,Horse Fair Card Game,20,2007,"Animals,Card Game,Number",,Reiner Knizia,,"Set Collection,Voting","Custom Game Co.,R&R Games",5.84474,76
31074,4,180,0,2,180,Flagship: Coyote Stands,180,2002,"Card Game,Science Fiction",,Dan Verssen,,Campaign / Battle Card Driven,GMT Games,6.29857,70
31075,4,90,10,2,90,Ming Dynasty,90,2007,Medieval,,Robert F. Watson,,"Area Control / Area Influence,Route/Network Building","Hans im Glück Verlags-GmbH,Rio Grande Games",5.95843,457
31105,4,20,8,2,20,Archaeology: The Card Game,20,2007,"Adventure,Ancient,Card Game,Exploration",,Phil Walker-Harding,,"Card Drafting,Press Your Luck,Set Collection","Adventureland Games,Z-Man Games",6.70394,2776
31117,2,0,0,2,0,Sudoku Moyo,0,2007,"Abstract Strategy,Puzzle",,Günter Cornett,,"Area Control / Area Influence,Pattern Building",intellego holzspiele,4.43118,85
31133,4,45,11,2,45,Ice Flow,45,2008,"Adventure,Animals,Puzzle,Racing,Travel",,"Dean Conrad,John Streets",,"Point to Point Movement,Tile Placement","Heidelberger Spieleverlag,JKLM Games,Ludorum Games",6.46005,1308
31138,4,60,12,2,60,Amazing Space Venture,60,2007,"Adventure,Humor,Science Fiction,Space Exploration",,Steve LeShay,,"Action Point Allowance System,Hand Management,Partnerships,Role Playing,Tile Placement,Variable Phase Order,Variable Player Powers",Sherco games,5.75321,78
31145,4,30,8,2,30,Are You Smarter Than a 5th Grader?,30,2007,"Educational,Math,Movies / TV / Radio theme,Party Game,Trivia",,Michelle Duval,,,"Éditions Gladius International, Inc.,Hasbro,Parker Brothers,The Parker Games Co Ltd,Patch Products",4.06124,177
31159,4,15,5,2,15,Piratatak,15,2008,"Card Game,Pirates",,Grégory Kirszbaum,,"Set Collection,Trading",Djeco,5.32065,92
31198,2,180,0,2,180,War at Sea (third edition),180,2007,"Nautical,Wargame,World War II",,John Edwards,,"Area Movement,Simulation",L2 Design Group,6.85585,94
31216,5,30,14,2,30,Whack a Catgirl,30,2007,"Card Game,Humor",,Chris Cieslik,Whack a Catgirl: Crazy Characters,Card Drafting,Asmadi Games,5.73174,144
31260,5,150,12,1,30,Agricola,150,2007,"Animals,Economic,Farming",,Uwe Rosenberg,"Agricola CZ-Deck,Agricola Ereigniskarten,Agricola L-Deck,Agricola X-Deck,Agricola Z-Deck,Agricola: Belgium Deck,Agricola: Bielefeld Deck,Agricola: Brakelhühner Promo Card,Agricola: De Lage Landen,Agricola: Farmers of the Moor,Agricola: France Deck,Agricola: Fruit Tree Promo Card,Agricola: Gamers' Deck,Agricola: Glon­na­cker,Agricola: NL-Deck,Agricola: Ö-Deck,Agricola: Pi-Deck,Agricola: The Goodies Expansion,Agricola: The Legen*dairy Forest-Deck,Agricola: Through the Seasons,Agricola: World Championship Deck – 2011,Improved Farming & Disasters (fan expansion for Agricola),The MY Deck (fan expansion for Agricola)","Card Drafting,Hand Management,Variable Player Powers,Worker Placement","Lookout Games,999 Games,Brain Games,Compaya.hu - Gamer Café Kft.,Devir,Filosofia Éditions,Hobby Japan,Hobby World,HomoLudicus,Korea Boardgames co., Ltd.,Lacerta,Mayfair Games,MINDOK,Smart Ltd,Stratelibri,Swan Panasia Co., Ltd.,Ystari Games,Z-Man Games",8.05581,48261
31274,4,20,7,2,20,Zacrobates,20,2000,"Medieval,Memory,Party Game",,"Dominique Ehrhard,Pascale Wurch",,"Memory,Set Collection","Foxgames (Poland),GaGa Games,Tilsit",6.01311,61
31291,2,180,14,2,180,España 1936,180,2007,"Civil War,Wargame",,Antonio Catalán,España 1936: La Armada,"Area Movement,Campaign / Battle Card Driven,Dice Rolling,Simulation",Devir,7.28569,599
31294,5,30,15,2,30,Dead End,30,2007,"Card Game,Exploration,Horror,Zombies",,"Ángel Paredes,Manuel J. Sueiro",,"Card Drafting,Hand Management",Nosolorol Ediciones,5.57925,145
31302,2,60,0,2,60,Advanced Dungeons & Dragons Battlesystem (second edition),60,1989,"Fantasy,Miniatures,Wargame",,Douglas Niles,,,TSR,5.89621,66
31335,4,45,12,3,45,Jantaris,45,2007,Renaissance,,Zbyněk Vrána,,"Area Control / Area Influence,Auction/Bidding,Simultaneous Action Selection","Altar Games,Czech Board Games",5.78632,109
31336,4,30,15,2,30,Corunea,30,2008,"Card Game,Collectible Components,Fantasy,Fighting",,Renaud Charpentier,"Corunea RCG Adventure pack #1: Noloc Shulius & Makual,Corunea: Brute Force","Dice Rolling,Role Playing",Insight Games,6.74074,108
31358,4,20,0,2,20,Cranium Triple Triumph,20,2007,Abstract Strategy,,(Uncredited),,,"Cranium, Inc.",5.87736,53
31380,5,60,10,3,60,Modern Society,60,2009,"Card Game,Economic,Educational,Environmental,Political",,Jussi Autio,,"Card Drafting,Role Playing,Simulation,Simultaneous Action Selection","Eagle-Gryphon Games,Tuonela Productions Ltd.",5.61362,141
31401,8,30,0,3,30,Knjaz'ja,30,2005,"Card Game,City Building,Medieval",,Aleksei Kalinin,,Card Drafting,"Astrel',Rightgames LLC",6.14364,55
31410,4,60,8,2,60,Im Reich der Jadegöttin,60,2007,"Adventure,Exploration",,Klaus Teuber,,"Modular Board,Set Collection,Tile Placement",KOSMOS,6.34597,149
31443,2,0,0,2,0,The Habit of Victory,0,2007,"Napoleonic,Wargame",,"Mark Herman,Kevin Zucker",,"Campaign / Battle Card Driven,Hex-and-Counter,Simulation",OSG (Operational Studies Group),7.63158,76
31449,4,45,7,2,45,Army of Frogs,45,2007,"Abstract Strategy,Animals",,John Yianni,,Tile Placement,"Gen42 Games,Gigamic,HUCH! & friends,Tantrix UK Ltd.,Vendetta",5.97647,817
31479,4,30,8,2,30,Ubongo Extreme,30,2007,"Puzzle,Real-time",,Grzegorz Rejchtman,Ubongo Extrem Craxy Expansion,Pattern Building,"Competo / Marektoy,Kaissa Chess & Games,Korea Boardgames co., Ltd.,KOSMOS,White Goblin Games,Z-Man Games",6.82955,1112
31481,4,60,10,2,60,Galaxy Trucker,60,2007,"Humor,Real-time,Science Fiction,Space Exploration,Transportation",Galaxy Trucker: Anniversary Edition,Vlaada Chvátil,"Galaxy Trucker: Another Big Expansion,Galaxy Trucker: Bonus Cards,Galaxy Trucker: Even-Steven Cards,Galaxy Trucker: Latest Models,Galaxy Trucker: Missions,Galaxy Trucker: Rough Road Ahead,Galaxy Trucker: The Big Expansion","Dice Rolling,Tile Placement","Czech Games Edition,Albi,Devir,Heidelberger Spieleverlag,HomoLudicus,IELLO,Lex Games,Magellan,One Moment Games,Playgo Hungary,Quined White Goblin Games,REBEL.pl,Red Glove,REXhry,Rio Grande Games",7.47467,20647
31483,5,90,12,2,90,Constantinopolis,90,2010,"City Building,Economic,Industry / Manufacturing,Nautical,Transportation",,Giancarlo Fioretti,6th player expansion (fan expansion for Constantinopolis),"Auction/Bidding,Commodity Speculation","Edge Entertainment,Fantasy Flight Games,Heidelberger Spieleverlag,Homo Ludens,Stratelibri",6.9594,1285
31497,4,45,8,2,45,Oregon,45,2007,American West,,"Henrik Berg,Åse Berg",,"Area Control / Area Influence,Tile Placement","Hans im Glück Verlags-GmbH,Lautapelit.fi,Rio Grande Games,Vennerød Forlag AS",6.78997,2863
31503,10,30,8,2,30,Slide 5,30,2007,"Card Game,Number,Party Game",,Wolfgang Kramer,,Simultaneous Action Selection,Endless Games (I),6.54244,995
31506,6,15,8,3,15,Ziegen Kriegen,15,2007,"Animals,Card Game",,Günter Burkhardt,,Trick-taking,"999 Games,AMIGO Spiel + Freizeit GmbH,Corfix,Kaissa Chess & Games,Lautapelit.fi,Mercurio,Piatnik",6.14512,1054
31512,6,30,0,2,30,Habitat,30,2008,"Animals,Card Game,Educational,Environmental",,Elliot Hogg,,"Hand Management,Set Collection","Valley Games, Inc.",5.54688,199
31516,5,90,0,2,90,Phenomena,90,2007,"Adventure,Fantasy,Novel-based",,Kristian Amundsen Østby,,"Area Movement,Dice Rolling,Variable Player Powers",Gyldendal,6.67069,58
31542,4,180,0,2,180,Field of Glory,180,2008,"Ancient,Book,Medieval,Miniatures,Wargame",,"Simon Hall,Richard Bodley Scott,Terry Shaw","Field of Glory Companion 10: Oath of Fealty,Field of Glory Companion 11: Empires of the Dragon,Field of Glory Companion 12: Blood and Gold,Field of Glory Companion 13: Lost Scrolls,Field of Glory Companion 1: Rise of Rome,Field of Glory Companion 2: Storm of Arrows,Field of Glory Companion 3: Immortal Fire,Field of Glory Companion 4: Swords and Scimitars,Field of Glory Companion 5: Legions Triumphant,Field of Glory Companion 6: Eternal Empire,Field of Glory Companion 7: Decline and Fall,Field of Glory Companion 8: Wolves From the Sea,Field of Glory Companion 9: Swifter Than Eagles","Dice Rolling,Point to Point Movement",Osprey Publishing,6.74943,174
31545,8,30,0,3,30,Pow Wow,30,2006,"Bluffing,Deduction,Party Game",,Spartaco Albertarelli,,,Ravensburger Spieleverlag GmbH,6.67408,574
31547,5,45,0,2,45,Kleine Helden,45,2007,"Card Game,Comic Book / Strip,Fantasy,Fighting",,Malte aus dem Siepen,"Kleine Helden 2 promo card ""Spion"",Kleine Helden 2: Verstärkung!,Kleine Helden promo card ""Dämonenschwert"",Kleine Helden promo card ""Legionär"",Kleine Helden promo card ""Weißer Ritter"",Kleine Helden: Geheimnisse aus der Gruft,Kleine Helden: Schurken & Halunken","Dice Rolling,Hand Management,Variable Player Powers","(Self-Published),Idea Edizioni,Pegasus Spiele",6.20097,154
31552,4,45,0,2,45,Wings of War: Deluxe Set,45,2007,"Aviation / Flight,Card Game,Wargame,World War I",,"Andrea Angiolino,Pier Giorgio Paglia","Wings of War: Balloon Busters,Wings of War: Recon Patrol Booster Pack,Wings of War: Top Fighters Booster Pack","Action / Movement Programming,Player Elimination,Simulation,Simultaneous Action Selection","Edge Entertainment,Fantasy Flight Games,Giochi Uniti,Kaissa Chess & Games,Lautapelit.fi,Mad Man's Magic,Nexus,Ubik",7.27849,1007
31553,2,0,0,2,0,COBRA: The Normandy Campaign,0,2008,"Wargame,World War II",,Joe Youst,,Hex-and-Counter,"Decision Games (I),Kokusai-Tsushin Co., Ltd. (国際通信社)",6.96667,81
31554,2,180,0,1,180,Red Dragon Rising: The Coming War With China,180,2008,"Modern Warfare,Wargame",,Bruce Costello,,"Area Movement,Dice Rolling","Decision Games (I),Kokusai-Tsushin Co., Ltd. (国際通信社)",7.18097,113
31561,6,10,0,2,10,Bankruptcy: The Card Game,10,2007,"Card Game,Economic,Humor",,"Geoff Habiger,Coy Kissee",,Hand Management,Tangent Games,4.99038,52
31563,4,180,13,2,180,Middle-Earth Quest,180,2009,"Adventure,Exploration,Fantasy,Novel-based",,"Corey Konieczka,Christian T. Petersen,Tim Uren",,"Hand Management,Partnerships,Point to Point Movement,Variable Player Powers","Devir,Edge Entertainment,Fantasy Flight Games,Giochi Uniti,Hobby Japan,KOSMOS,Nexus",7.40241,3416
31575,2,30,12,1,30,The Eye of Judgment,30,2007,"Card Game,Collectible Components,Fantasy",,"Kazuhito Miyaki,Yusuke Watanabe",The Eye of Judgment: Biolith Rebellion - Series 2,"Area Control / Area Influence,Area Movement,Rock-Paper-Scissors","Sony Computer Entertainment,Wizards of the Coast",6.8067,179
31586,7,60,0,2,60,Obcy,60,1988,"Adventure,Movies / TV / Radio theme,Science Fiction,Wargame",,Artur Górski,,"Dice Rolling,Hex-and-Counter,Partnerships,Pick-up and Deliver,Variable Player Powers",Gambit,6.42551,98
31594,5,100,12,2,75,In the Year of the Dragon,100,2007,"Economic,Medieval",In the Year of the Dragon: 10th Anniversary,Stefan Feld,"In the Year of the Dragon: The Great Wall of China & The Super Events,Treasure Chest","Hand Management,Variable Phase Order","alea,Ravensburger Spieleverlag GmbH,Broadway Toys LTD,Filosofia Éditions,Rio Grande Games",7.41498,8232
31605,2,0,0,2,0,Drive on Kursk:  July 1943,0,2008,"Wargame,World War II",,Ty Bomba,,"Dice Rolling,Hex-and-Counter,Simulation,Variable Phase Order","Decision Games (I),Kokusai-Tsushin Co., Ltd. (国際通信社)",6.8037,54
31612,5,45,8,2,30,Sultan,45,2007,"Arabian,Bluffing,Card Game",,"Sérgio Halaban,André Zatz",,"Auction/Bidding,Set Collection","Queen Games,Estrela",6.09532,348
31621,5,90,10,2,90,Gangster,90,2007,Mafia,,Thorsten Gimmler,,Area Control / Area Influence,"AMIGO Spiel + Freizeit GmbH,Mayfair Games",6.19612,531
31623,5,180,12,2,180,Hannibal Barkas,180,2007,"Ancient,Economic,Political,Wargame",,Robert Żak,,"Campaign / Battle Card Driven,Dice Rolling",Leonardo Games,7.31319,91
31624,5,120,12,3,75,League of Six,120,2007,Medieval,,Vladimír Suchý,League of Six: Loyal Retinue,"Auction/Bidding,Pick-up and Deliver","Czech Games Edition,Heidelberger Spieleverlag,JKLM Games,Quined White Goblin Games",6.83478,1726
31627,3,60,8,2,30,Ticket to Ride: Nordic Countries,60,2007,"Trains,Transportation,Travel",,Alan R. Moon,"Indiana (fan expansion to Ticket to Ride),Japan (fan expansion to Ticket To Ride),Komorów (fan expansion to Ticket to Ride),Ohio (fan expansion to Ticket to Ride),Ticket to Ride Map Collection: Volume 2 – India & Switzerland,Ticket to Ride: Alvin & Dexter,Ticket to Ride: Europa 1912,Ticket to Ride: Switzerland,Ukraine (fan expansion to Ticket to Ride),USSR (fan expansion for Ticket to Ride)","Card Drafting,Hand Management,Route/Network Building,Set Collection","Days of Wonder,Lautapelit.fi,Nordic Games GmbH",7.66576,7998
31697,2,120,0,2,120,Corps Command: Totensonntag,120,2007,"Wargame,World War II",,Peter Bogdasarian,,"Dice Rolling,Hex-and-Counter,Variable Phase Order","Lock 'n Load Publishing, LLC.",6.77457,293
31711,3,15,0,2,15,Twin Win,15,2007,Abstract Strategy,Pyramid Arcade,Andrew Looney,,"Point to Point Movement,Set Collection","(Web published),Looney Labs",6.23077,52
31722,5,180,0,2,180,Steam over Holland,180,2007,"Economic,Trains",,Bart Van Dijk,,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",Vendetta,7.37242,439
31730,6,60,12,2,60,Chicago Express,60,2007,"Economic,Post-Napoleonic,Trains,Transportation",,Harry Wu,"Chicago Express: Narrow Gauge & Erie Railroad Company,Wabash Cannonball: Nickel Plate Expansion","Auction/Bidding,Route/Network Building,Stock Holding","Queen Games,Winsome Games,G3,M-Ágnes",7.23575,5918
31745,5,60,12,2,60,Utopia,60,2007,City Building,,"Arnaud Urbon,Ludovic Vialla",,"Area Control / Area Influence,Area Movement","Matagot,Edge Entertainment,Rio Grande Games",6.34383,799
